controller_name,variant_name,commit_timing,radial_magnitude_label,radial_magnitude,r0_over_target,initial_velocity_angle_deg,thrust_scale,target_radius_scale,baseline_non_crossing_case,crossing_occurs,first_crossing_step,phase34_compatible_crossing,recoverable_crossing,recoverable_state,new_crossing_on_baseline_non_crossing_case,crossing_vr_ratio,crossing_vt_error_ratio,crossing_sync_error,best_post_cross_distance,best_post_cross_sync,min_abs_radius_error,min_abs_radius_error_ratio,closest_approach_step,best_crossing_potential,dominant_failure_label,overspeed,instability,max_speed_ratio,termination_reason,simulator_success_label
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,0.98,175.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.235484159963166,8.014735896624375,149995795659.06055,0.019999439421208073,80,0.8198746747332166,near_crossing,False,False,1.4844330257753944,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.0,175.0,10000.0,1.0,False,False,,False,False,False,False,,,,4.336044448589056,3.999999999999999,0.0,0.0,1,0.8213963323799434,near_crossing,False,False,0.9299684805687911,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.02,175.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.104074947383193,8.002209832064114,149996851497.79688,0.01999958019970625,80,0.8193743880771149,near_crossing,False,False,1.0006279092484398,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,0.98,150.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.040291218060576,8.00259201521802,149983947460.53223,0.019997859661404296,27466,0.8195056568900061,near_crossing,False,False,1.2998219393460562,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.0,150.0,8000.0,1.0,False,True,27,True,True,True,False,-0.11211702250705878,-0.930408053583643,5.605851125352939,0.998890256974284,0.9988902558892612,0.0,0.0,1,0.943729620179911,,False,False,0.9999999999999927,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.02,150.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.799938452199008,8.819652601168437,150000000000.0,0.02,1,0.8123032797756008,near_crossing,False,False,1.000196911454796,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,0.98,165.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.040397803497774,8.002712426362656,149986205227.72656,0.01999816069703021,27466,0.8201301777379489,near_crossing,False,False,1.3277791329177384,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.0,165.0,8000.0,1.0,False,True,989,True,True,True,False,-0.004155583099253917,-0.9832207975328039,3.9328831901312156,0.9790208726760983,0.979020872669985,0.0,0.0,1,0.9437305868876157,,False,False,1.0000000000000073,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.02,165.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.447072862640779,8.425858201756405,150000000000.0,0.02,1,0.8161734897766414,near_crossing,False,False,1.000194753791252,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,0.98,170.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.040433415734041,8.002752657945363,149986959589.39453,0.01999826127858594,27466,0.8197077682586686,near_crossing,False,False,1.3330339359186443,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.0,170.0,8000.0,1.0,False,True,20349,True,True,True,False,-0.003770482977756949,-0.9831421534493332,3.932568613797333,0.9933908520468171,0.9933908520392677,0.0,0.0,1,0.9437305880430449,,False,False,1.0000000000000073,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.02,170.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.323213135037276,8.286757914578489,150000000000.0,0.02,1,0.8169180914271003,near_crossing,False,False,1.0001939944772278,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,0.98,175.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.040467206588666,8.002790831851355,149987675368.6006,0.01999835671581341,27466,0.8208136624491755,near_crossing,False,False,1.3361986501889813,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.0,175.0,8000.0,1.0,False,True,64,True,True,True,False,-0.13152852467408216,-0.9422724874513547,6.576426233704108,0.9890788909744148,0.9890788890788859,0.0,0.0,1,0.9437293163417927,,False,False,0.9999999999999886,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.02,175.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.099488756044844,8.145479633742447,150000000000.0,0.02,1,0.818559057630378,near_crossing,False,False,1.0001932247880494,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,0.98,150.0,10000.0,1.0,True,False,,False,False,False,False,,,,8.902038673747338,7.992934337884219,149867515361.10645,0.019982335381480858,100000,0.8205889613124586,near_crossing,False,False,1.374876627303795,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.0,150.0,10000.0,1.0,False,True,248,True,True,True,False,-0.0053562316261977225,-0.9693989509365971,3.8775958037463885,0.9766114230798537,0.9766114228017602,0.0,0.0,1,0.9437305866737331,,False,False,1.0000000000000058,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.02,150.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.76632218938213,8.80968224580552,150000000000.0,0.02,1,0.8095425272150013,near_crossing,False,False,1.0001968873131053,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,0.98,165.0,10000.0,1.0,True,False,,False,False,False,False,,,,8.902001174296513,7.993050294077292,149869689559.98145,0.01998262527466419,100000,0.8198377652176958,near_crossing,False,False,1.407866913416998,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.0,165.0,10000.0,1.0,False,True,24,True,True,True,False,-0.13108302423575702,-1.1201472150475573,6.55415121178785,0.9758674613930466,0.975867459935238,0.0,0.0,1,0.943729557852867,,False,False,0.9999999999999938,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.02,165.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.327724391376904,8.41778444907849,150000000000.0,0.02,1,0.8152221590840447,near_crossing,False,False,1.000194740167283,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,0.98,170.0,10000.0,1.0,True,False,,False,False,False,False,,,,8.901996930007261,7.993089110230573,149870417368.46973,0.019982722315795964,100000,0.819903725055931,near_crossing,False,False,1.4140588231546323,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.0,170.0,10000.0,1.0,False,True,26,True,True,True,False,-0.1317479338506567,-1.1197440828465144,6.587396692532835,0.9859335215163537,0.9859335199764395,0.0,0.0,1,0.9437295314484423,,False,False,0.9999999999999936,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.02,170.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.202928253752402,8.279357928824375,150000000000.0,0.02,1,0.8168355619142169,near_crossing,False,False,1.0001939845626595,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,0.98,175.0,10000.0,1.0,True,False,,False,False,False,False,,,,8.902146071631238,7.993128159596302,149871149527.72363,0.019982819937029817,100000,0.8200344948206935,near_crossing,False,False,1.4177865926601643,max_steps,False
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.0,175.0,10000.0,1.0,False,True,67,True,True,True,False,-0.13596634850151765,-1.1180246862365324,6.798317425075882,0.9664075226274594,0.9664075209985324,0.0,0.0,1,0.9437295025535092,,False,False,0.9999999999999933,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_low,delayed_commit,low,0.055,1.02,175.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.165554018175689,8.138764737629323,150000000000.0,0.02,1,0.8191115104642624,near_crossing,False,False,1.000193218637085,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,0.98,150.0,8000.0,1.0,True,False,,False,False,False,False,,,,8.989661236122103,7.985661254025886,149731145103.66113,0.01996415268048815,100000,0.8195056568900061,near_crossing,False,False,1.2998219393460562,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.0,150.0,8000.0,1.0,False,True,31,True,True,True,False,-0.10037193311736489,-1.0821163291191067,5.018596655868245,0.9973405421287084,0.9973405413671886,0.0,0.0,1,0.9437298127805379,,False,False,0.999999999999995,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.02,150.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.708271172229844,8.823744286886614,150000000000.0,0.02,1,0.8120903508283501,near_crossing,False,False,1.000635926093148,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,0.98,165.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.03617116171123,7.992737451710885,149853476613.0879,0.01998046354841172,75037,0.8201808020809013,near_crossing,False,False,1.3277791329177384,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.0,165.0,8000.0,1.0,False,True,132,True,True,True,False,-0.004067207966892191,-1.026403639585431,4.105614558341724,0.9836518283119996,0.9836518283119956,0.0,0.0,1,0.9437305903676951,,False,False,1.0000000000000073,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.02,165.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.58782948456563,8.430013850407605,150000000000.0,0.02,1,0.8151931506734648,near_crossing,False,False,1.0006320457654114,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,0.98,170.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.036206751093044,7.992777689675834,149854231073.35254,0.019980564143113673,75037,0.8197838461628927,near_crossing,False,False,1.3330339359186443,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.0,170.0,8000.0,1.0,False,True,89,True,True,True,False,-0.008770984634759461,-0.9704314531224013,3.8817258124896052,0.9732720824473468,0.973272082428702,0.0,0.0,1,0.9437305790025283,,False,False,1.000000000000007,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.02,170.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.465750702960294,8.290923338878853,150000000000.0,0.02,1,0.8177243961483593,near_crossing,False,False,1.000630677828487,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,0.98,175.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.036240690565865,7.9928160621836986,149854950556.37012,0.01998066007418268,75037,0.8201374817891759,near_crossing,False,False,1.3361986501889813,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.0,175.0,8000.0,1.0,False,True,68,True,True,True,False,-0.017571292839482666,-1.0201367487623652,4.080546995049461,0.9777019968454855,0.9777019968387367,0.0,0.0,1,0.9437305287480036,,False,False,1.0000000000000064,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.02,175.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.342244538968258,8.149654761228854,150000000000.0,0.02,1,0.8192173262487106,near_crossing,False,False,1.0006292899694602,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,0.98,150.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.061652667684024,7.987817506269636,149771580457.95215,0.019969544061060288,99999,0.8205889613124586,near_crossing,False,False,1.374876627303795,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.0,150.0,10000.0,1.0,False,True,19,True,True,True,False,-0.13298829931100817,-1.091209582966944,6.649414965550409,0.9772025859746438,0.9772025845477831,0.0,0.0,1,0.9437294986441127,,False,False,0.9999999999999933,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.02,150.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.816804174073923,8.811972731252292,150000000000.0,0.02,1,0.811683447941371,near_crossing,False,False,1.00063588293721,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,0.98,165.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.061756183666635,7.987934882822968,149773781268.32617,0.01996983750244349,99999,0.8188820808693819,near_crossing,False,False,1.407866913416998,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.0,165.0,10000.0,1.0,False,True,16,True,True,True,False,-0.1500108133851339,-0.9568190511174258,7.5005406692566945,0.9954603122013782,0.995460308257546,0.0,0.0,1,0.9437292185933844,,False,False,0.9999999999999909,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.02,165.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.466653739475742,8.42012544312771,150000000000.0,0.02,1,0.8158113201095626,near_crossing,False,False,1.0006320212873363,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,0.98,170.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.061790485696536,7.987973777737552,149774510547.97266,0.01996993473972969,99999,0.8208896096114439,near_crossing,False,False,1.4140588231546323,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.0,170.0,10000.0,1.0,False,True,14,True,True,True,False,-0.15381264736604425,-0.972788638808579,7.690632368302213,0.9745610409121134,0.9745610375322862,0.0,0.0,1,0.9437291250740091,,False,False,0.99999999999999,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.02,170.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.389302252761349,8.281712597984427,150000000000.0,0.02,1,0.8168205180780238,near_crossing,False,False,1.0006306600284391,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,0.98,175.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.092208812541621,7.990259792871197,149806181494.9746,0.01997415753266328,74994,0.8198746747332166,near_crossing,False,False,1.4177865926601643,max_steps,False
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.0,175.0,10000.0,1.0,False,True,10,True,True,True,False,-0.1407060051223404,-0.933619412988844,7.03530025611702,0.9818160726141308,0.9818160677394442,0.0,0.0,1,0.9437293672908511,,False,False,0.9999999999999922,simulator_success_label,True
phase37a_radial_commit_timing,delayed_commit_medium,delayed_commit,medium,0.105,1.02,175.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.26553078088283,8.14112558899099,150000000000.0,0.02,1,0.8181384296573064,near_crossing,False,False,1.0006292788961237,max_steps,False
