t, pos_x, pos_y, vel_x, vel_y, thrust_x, thrust_y
1.210000000000000000e+03,1.500000000018046570e+11,3.603442524993488193e+07,9.909665886347152151e-04,2.978102500096607400e+04,-1.082868568336651655e-01,8.430741109991963800e-01
1.220000000000000000e+03,1.500000000018031616e+11,3.633223558425181359e+07,-1.509027865930928115e-04,2.978103343169300933e+04,-3.271745455667011970e-02,8.493701008202093616e-01
1.230000000000000000e+03,1.500000000017977905e+11,3.663004600350560993e+07,-5.370781389661810883e-04,2.978104192537972631e+04,5.224281059066298444e-02,8.483930037085338771e-01
1.240000000000000000e+03,1.500000000017970581e+11,3.692785650759856403e+07,-7.365083978047430070e-05,2.978105040929535608e+04,-6.294076168322945697e-02,8.476664795299710953e-01
1.250000000000000000e+03,1.500000000017894287e+11,3.722566709645801783e+07,-7.620592632475264687e-04,2.978105888594562566e+04,7.907994688600362976e-02,8.463133946715641898e-01
1.260000000000000000e+03,1.500000000017891235e+11,3.752347776994866878e+07,-3.026060093539004354e-05,2.978106734906493148e+04,-9.373617335881177792e-02,8.448156780055912085e-01
1.270000000000000000e+03,1.500000000017788696e+11,3.782128852792073786e+07,-1.026623140983846504e-03,2.978107579720695139e+04,-1.948169996497320366e-02,8.497767138292711131e-01
1.280000000000000000e+03,1.500000000017660522e+11,3.811909937087032944e+07,-1.280440947005666037e-03,2.978108429495921155e+04,-4.386955177131161843e-02,8.488671641825854541e-01
1.290000000000000000e+03,1.500000000017482605e+11,3.841691029870648682e+07,-1.778137271001922672e-03,2.978109278361585893e+04,2.911814973709482557e-02,8.495011085077455171e-01
1.300000000000000000e+03,1.500000000017327881e+11,3.871472131149260700e+07,-1.545956579824474264e-03,2.978110127861183355e+04,-4.540804164873771254e-02,8.487862568124123763e-01
1.310000000000000000e+03,1.500000000017121887e+11,3.901253240915720165e+07,-2.059037802415010845e-03,2.978110976645917253e+04,-1.834386850516677575e-02,8.498020372347110385e-01
1.320000000000000000e+03,1.500000000016891785e+11,3.931034359180184454e+07,-2.301477293478804316e-03,2.978111826446419946e+04,6.708213795568174209e-02,8.473487987642958075e-01
1.330000000000000000e+03,1.500000000016722717e+11,3.960815485918121040e+07,-1.689656719842382634e-03,2.978112673793672366e+04,-3.893996458070468625e-02,8.491075780832800790e-01
1.340000000000000000e+03,1.500000000016508789e+11,3.990596621147117764e+07,-2.138057171477392680e-03,2.978113522899692543e+04,6.295122277776143971e-02,8.476657027099684383e-01
1.350000000000000000e+03,1.500000000016351929e+11,4.020377764852756262e+07,-1.567545749434615110e-03,2.978114370563825651e+04,-2.442621963943955241e-02,8.496489626864297540e-01
1.360000000000000000e+03,1.500000000016164856e+11,4.050158917054868490e+07,-1.870808751470018653e-03,2.978115220211206906e+04,-3.616276205845256071e-03,8.499923073454270783e-01
1.370000000000000000e+03,1.500000000015968323e+11,4.079940077756887674e+07,-1.965972319074955118e-03,2.978116070201921320e+04,2.295966230016264695e-02,8.496898574815767713e-01
1.380000000000000000e+03,1.500000000015788879e+11,4.109721246955789626e+07,-1.795376501524591174e-03,2.978116919890174177e+04,-6.902113489197658769e-02,8.471930611957486645e-01
1.390000000000000000e+03,1.500000000015534363e+11,4.139502424626605958e+07,-2.544588655799699239e-03,2.978117767081618877e+04,2.526620186550707775e-02,8.496243988041370931e-01
1.400000000000000000e+03,1.500000000015299377e+11,4.169283610793650150e+07,-2.350927442403358790e-03,2.978118616704389569e+04,-7.755264320160243363e-02,8.464547167642489933e-01
