controller_name,r0_over_target,initial_velocity_angle_deg,thrust_scale,target_radius_scale,success,capture_entered,lock_entered,crossing_occurs,crossing_vr,crossing_vt_error,crossing_vr_ratio,crossing_vt_error_ratio,crossing_radius_error,recoverable_crossing,crossing_score,recoverability_score,near_miss,radius_crossings_total,first_crossing_step,minimum_abs_radius_error,final_radius_error,tail_mean_abs_vr,steps,terminated,truncated,termination_reason,dominant_planner_mode,planner_mode_counts_json,initial_energy_error_ratio,final_energy_error_ratio,initial_angular_momentum_ratio,final_angular_momentum_ratio,max_speed_ratio,overspeed,turning_point_count,mean_abs_tracking_error,initial_transfer_energy_error_ratio,final_transfer_energy_error_ratio,initial_transfer_angular_momentum_error_ratio,final_transfer_angular_momentum_error_ratio,burn_steps,coast_steps,burn_ratio,event_count,burn_count,predictive_replans,candidate_eval_count,event_steps_json,burn_steps_json
baseline_soft_linear_3e4,1.0,150.0,10000.0,1.0,True,True,True,True,-56.806558896857226,-3462.776521423222,-0.013502334433540864,-0.823066342493355,-3817.8857421875,False,0.6746558758239845,0.02052503083453011,False,1,1711,693.05859375,2453.6474609375,78.06700913583241,1927,True,False,success,soft_window,"{""soft_window"": 1711}",0.0,6.542913016537822e-10,0.8660254037844387,1.000000000000006,1.0000000000000058,False,0,2.9618460471386597e-06,0.0,6.542913016537822e-10,0.13397459621556124,3.271454664854056e-10,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.02,150.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149198751325.39844,150544096287.76855,404.36645734775647,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.01960784313725499,0.9606361979700722,0.8574929257125444,0.0023603396508644586,0.6609373932356164,False,0,0.01971400205120601,0.009803921568627649,0.9802425599497727,0.12965524072353934,0.9976041139563618,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.05,150.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000136036.57227,378620323407.8428,432.52942857508054,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.04761904761904765,0.9036729146570972,0.8451542547285167,0.011387997794392684,0.6466899247259618,False,0,0.04965460734498605,0.023809523809523878,0.9512647375235245,0.12321610416249097,1.011819621288201,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,0.98,165.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149999885100.2578,151200471057.4287,98.49538074975737,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.020408163265306076,1.0406937225256263,0.9757324312745989,0.021146093026635632,0.6809424066525582,False,0,0.02031932292997009,0.01020408163265299,1.02028678530037,0.03891593766554585,0.979174768598959,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.0,165.0,10000.0,1.0,True,True,True,True,-44.60852682385054,-3025.2685757801814,-0.010602987744017904,-0.7190752063618795,-2523.248046875,False,0.5879837507187582,0.01630347108872191,False,1,41,1109.8916015625,1452.48828125,20.02351591027418,257,True,False,success,soft_window,"{""soft_window"": 41}",2.104654818683916e-16,3.8731520650728185e-10,0.9659258262890681,1.000000000000006,1.000000000000006,False,0,4.4768223066228917e-07,2.104654818683916e-16,3.8731520650728185e-10,0.034074173710931875,1.9365753166188975e-10,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.02,165.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149785381703.07617,151656909491.87305,422.0336496820377,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.019607843137254777,0.9603450572017151,0.956409083597835,0.0030053699379860386,0.6609374062394391,False,0,0.0198101296914546,0.009803921568627437,0.9799485077737321,0.029256558656644043,0.9969489258715237,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.05,165.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000070417.7031,377230357181.69336,295.67407237481086,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.04761904761904765,0.9040402355228755,0.942647084338374,0.012187936847154232,0.646689936997324,False,0,0.049558217208132985,0.023809523809523878,0.9516412414109473,0.022074635036229126,1.0126476476394977,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,0.98,170.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149999922910.91016,150679843258.92676,38.23173254753143,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.020408163265306496,1.0405272805422932,0.9948060576000269,0.021829602451688423,0.6809424116272625,False,0,0.020284801503066004,0.010204081632653406,1.02012200773687,0.020128657787653964,0.9785001074237492,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.0,170.0,10000.0,1.0,True,True,True,True,-14.98621570953258,-4062.7001351939803,-0.0035620692457484443,-0.9656620114621247,-1402.0849609375,False,0.7768040924515426,0.02687945836559521,False,1,26,96.537109375,1044.1005859375,8.944379745003824,243,True,False,success,soft_window,"{""soft_window"": 26}",2.104654818683916e-16,2.7841236850026503e-10,0.984807753012208,1.0000000000000058,1.0000000000000058,False,0,4.240856750450103e-07,2.104654818683916e-16,2.7841236850026503e-10,0.015192246987791962,1.3920605199046318e-10,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.02,170.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149903420693.5078,152042149718.04883,435.350399634015,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.01960784313725499,0.9602439145955881,0.9751049769494176,0.0031859438151766975,0.660937410831621,False,0,0.019842173376793313,0.009803921568627649,0.9798463537415437,0.010280457151176597,0.996765443073477,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.05,170.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000047244.99414,376723920502.0879,245.09233299130722,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.047619047619047436,0.904173429199429,0.9610739580048949,0.012231585691972835,0.6466899413308445,False,0,0.049523416782792075,0.02380952380952366,0.9517777649294147,0.0029581412233598363,1.012692126824392,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,0.98,175.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149999961308.2578,150158652999.47363,21.693906402381284,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.020408163265306287,1.0403600897449736,1.0063086091467979,0.022353969112866197,0.6809424166791579,False,0,0.02025007683444228,0.010204081632653197,1.0199564888475239,0.008798790486491197,0.9779820993951348,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.0,175.0,10000.0,1.0,True,True,True,True,-79.19029577566481,-3603.0741488999756,-0.01882271833073839,-0.8564136446924371,-4727.6806640625,False,0.7077181783811932,0.021957297513013917,False,1,7,2218.6337890625,2824.8642578125,3.50178163891905,224,True,False,success,soft_window,"{""soft_window"": 7}",2.104654818683916e-16,7.532826887231708e-10,0.9961946980917454,1.0000000000000058,1.0000000000000058,False,0,3.9194432095307846e-07,2.104654818683916e-16,7.532826887231708e-10,0.0038053019082545138,3.766413375752306e-10,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.02,175.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149975691666.3994,152426639843.34473,450.8625781484721,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.019607843137254777,0.9601427857149094,0.9863797326419318,0.003341656090870114,0.6609374154950584,False,0,0.019873821082383235,0.009803921568627437,0.9797442135720582,0.0011632810242118924,0.9966071843749914,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.05,175.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000023712.72363,376200512372.5088,192.34946452680813,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.04761904761904765,0.9043107315844968,0.9721864785386766,0.012167247892895574,0.6466899457316065,False,0,0.04948763992717449,0.023809523809523878,0.9519184998741093,0.008570262013884953,1.0126245276525643,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,0.98,150.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149555731584.85742,149555731584.85742,417.52366748323516,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.020408163265306076,1.0090333629213488,0.8748177652797064,0.15383782935687554,0.6151003680090517,False,0,0.020201131192885583,0.01020408163265299,0.9889430292921352,0.1383156030192956,1.151537467781502,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.0,150.0,12000.0,1.0,True,True,True,True,-39.80874820360246,-4852.3106761866475,-0.009462129762191896,-1.1533443108967762,-1244.0107421875,False,0.9340300045979194,0.03135376273812549,False,4,55,51.9462890625,217.6943359375,21.73237089833826,270,True,False,success,soft_window,"{""soft_window"": 55}",0.0,5.8064900861706823e-11,0.8660254037844387,1.000000000000005,1.0000000000000049,False,0,4.690833186853781e-07,0.0,5.8064900861706823e-11,0.13397459621556124,2.9032625308901102e-11,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.02,150.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000125183.22852,150024760502.80078,415.61731552270584,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.01960784313725499,0.9216906343845764,0.8574929257125444,0.17120334222442266,0.5950953686791332,False,0,0.01977087052854525,0.009803921568627649,0.940907540728422,0.12965524072353934,1.1737698454195504,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.05,150.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,374726998120.56445,374727036567.166,414.4369643322249,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.04761904761904765,0.8599698975241604,0.8451542547285167,0.18358413865087095,0.5808479001694785,False,0,0.049403849162856575,0.023809523809523878,0.9064691449622644,0.12321610416249097,1.1904481167660221,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,0.98,165.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149761475838.2578,149761475838.2578,217.67228592638764,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.020408163265306076,1.009589035548744,0.9757324312745989,0.1703581443667397,0.6151003820960751,False,0,0.02021536024605007,0.01020408163265299,0.9894931451932565,0.03891593766554585,1.1678060552421752,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.0,165.0,12000.0,1.0,True,True,True,True,-49.89490215814327,-3804.1918098357014,-0.011859504757034702,-0.904217242924399,-3756.763671875,False,0.7376052005488627,0.020534347013872814,False,1,47,861.8408203125,1917.5859375,12.276941494087875,260,True,False,success,soft_window,"{""soft_window"": 47}",2.104654818683916e-16,5.113431463687706e-10,0.9659258262890681,1.0000000000000049,1.0000000000000049,False,0,4.53347220796274e-07,2.104654818683916e-16,5.113431463687706e-10,0.034074173710931875,2.556716006393791e-10,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.02,165.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000064799.59863,150019903121.16992,215.2844167433694,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.019607843137254777,0.9222042531443442,0.956409083597835,0.18969992339348077,0.5950953816829558,False,0,0.01977008125408958,0.009803921568627437,0.9414262956757874,0.029256558656644043,1.1925435864215947,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.05,165.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,374865589284.35547,374865609250.27637,213.80999930514116,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.04761904761904765,0.8604549772793049,0.942647084338374,0.20348295548288095,0.5808479124408409,False,0,0.04941264747848365,0.023809523809523878,0.9069663517112874,0.022074635036229126,1.2110946402150944,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,0.98,170.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149837578438.94922,149837578438.94922,147.0267319398061,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.020408163265306496,1.0097853778321344,0.9948060576000269,0.17324853260853407,0.6151003870707793,False,0,0.020220538435304157,0.010204081632653406,0.989687524053813,0.020128657787653964,1.1706513766411955,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.0,170.0,12000.0,1.0,True,True,True,True,-59.11783526958399,-2644.140708489538,-0.014051701041181388,-0.628485034627588,-4974.4609375,False,0.5196500696147496,0.011302579212861713,False,1,19,567.279296875,2772.2412109375,6.334229874531584,231,True,False,success,soft_window,"{""soft_window"": 19}",2.104654818683916e-16,7.392509550470052e-10,0.984807753012208,1.000000000000005,1.0000000000000049,False,0,4.0389829571496205e-07,2.104654818683916e-16,7.392509550470052e-10,0.015192246987791962,3.696254979829826e-10,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.02,170.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000043475.667,150015036432.5996,144.53846555689043,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.01960784313725499,0.9223856367917704,0.9751049769494176,0.19295924793140315,0.5950953862751378,False,0,0.019769662449613784,0.009803921568627649,0.9416094931596879,0.010280457151176597,1.1958516448723353,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.05,170.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,374911539824.58594,374911553208.7783,143.00356261341577,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.047619047619047436,0.8606262240938488,0.9610739580048949,0.20700274118146933,0.5808479167743612,False,0,0.049415621622306345,0.02380952380952366,0.907141879696195,0.0029581412233598363,1.2147473435620535,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,0.98,175.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149916705985.81152,149916705985.81152,75.24537240784004,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.020408163265306287,1.0099848286895707,1.0063086091467979,0.17480077882738088,0.6151003921226748,False,0,0.0202258789911652,0.010204081632653197,0.989884980402675,0.008798790486491197,1.1721784998446,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.0,175.0,12000.0,1.0,True,True,True,True,-49.59440466036998,-3805.3841505526866,-0.011788079594339244,-0.9045006500420295,-4449.8916015625,False,0.7377462161401496,0.02054370229463622,False,1,25,509.548828125,2621.802734375,2.228509408401243,238,True,False,success,soft_window,"{""soft_window"": 25}",2.104654818683916e-16,6.99134129548071e-10,0.9961946980917454,1.0000000000000049,1.0000000000000049,False,0,4.161105787678352e-07,2.104654818683916e-16,6.99134129548071e-10,0.0038053019082545138,3.4956702192990726e-10,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.02,175.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000021820.85938,150008410722.51758,72.69278992503675,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.019607843137254777,0.9225698387725687,0.9863797326419318,0.1947302860448906,0.5950953909385752,False,0,0.019769162314264774,0.009803921568627437,0.9417955371602942,0.0011632810242118924,1.1976490592782207,0,0,0.0,0,0,0,0,[],[]
baseline_soft_linear_3e4,1.05,175.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,374956606897.5137,374956613568.1035,71.11978586582853,100000,False,True,max_steps,unconditioned_descent,"{""unconditioned_descent"": 100000}",0.04761904761904765,0.860800100431001,0.9721864785386766,0.20892714529054235,0.5808479211751234,False,0,0.049418570975026714,0.023809523809523878,0.9073201029417759,0.008570262013884953,1.2167449858797699,0,0,0.0,0,0,0,0,[],[]
phase19_minimal_transfer,0.98,150.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149992137715.67285,149992137715.67285,2124.941948589986,37,True,False,overspeed,injection,"{""injection"": 37}",0.020408163265306076,2.5374054489132747,0.8748177652797064,1.8229415012906711,1.9170117754500122,True,0,0.019999755185021634,0.01020408163265299,2.5220313944241424,0.1383156030192956,0.7955761136584696,37,0,1.0,0,0,0,0,[],[]
phase19_minimal_transfer,1.0,150.0,8000.0,1.0,False,False,False,False,,,,,,False,,,True,0,,210358.2724609375,21006299804.911133,2097.8224880565635,100000,False,True,max_steps,coast,"{""coast"": 100000}",0.0,2.348100241561085e-10,0.8660254037844387,0.8636066040402389,0.9999999719522293,False,0,0.0013432077781328747,0.0,2.348100241561085e-10,0.13397459621556124,0.13397459621557253,0,100000,0.0,0,0,0,0,[],[]
phase19_minimal_transfer,1.02,150.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000208285.72656,170715400990.54492,2060.805489289208,100000,False,True,max_steps,coast,"{""coast"": 99956, ""injection"": 44}",0.01960784313725499,0.7154693393959192,0.8574929257125444,0.014674922264171662,0.967428795731702,False,0,0.021152107262801513,0.009803921568627649,0.7326240327898782,0.12965524072353934,0.9850648012900219,44,99956,0.00044,0,0,0,0,[],[]
phase19_minimal_transfer,1.05,150.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000205288.6543,395422036966.10645,2032.0700456922814,100000,False,True,max_steps,coast,"{""coast"": 99920, ""injection"": 80}",0.04761904761904765,0.6666606409711171,0.8451542547285167,0.002369870685871166,0.953182666923505,False,0,0.05078528101468256,0.023809523809523878,0.708327156995395,0.12321610416249097,0.9975350619602241,80,99920,0.0008,0,0,0,0,[],[]
phase19_minimal_transfer,0.98,165.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149996150166.14746,149996150166.14746,1099.95279055767,35,True,False,overspeed,injection,"{""injection"": 35}",0.020408163265306076,2.528866923704691,0.9757324312745989,1.8711832342563497,1.9154471547923935,True,0,0.020000001898167318,0.01020408163265299,2.5135782544676437,0.03891593766554585,0.8430926774140922,35,0,1.0,0,0,0,0,[],[]
phase19_minimal_transfer,1.0,165.0,8000.0,1.0,False,False,False,False,,,,,,False,,,True,0,,108889.44921875,10880994908.410156,1087.3402430061706,100000,False,True,max_steps,coast,"{""coast"": 100000}",2.104654818683916e-16,6.318489463911919e-11,0.9659258262890681,0.9645265058722325,0.9999999854814061,False,0,0.0006677149020345863,2.104654818683916e-16,6.318489463911919e-11,0.034074173710931875,0.03407417371090627,0,100000,0.0,0,0,0,0,[],[]
